result_id,compound_id,experiment_type,result_value,unit,result_date,technician,pass_fail
LAB-01242,CMP-0026,Binding Affinity (SPR),0.87,nM (Kd),2025-09-20,David Bird,Pass
LAB-01243,CMP-0047,Binding Affinity (SPR),1.32,nM (Kd),2024-01-29,Kyle Smith,Fail
LAB-01244,CMP-0025,Binding Affinity (SPR),0.44,nM (Kd),2025-06-24,April Alvarez,Pass
LAB-01245,CMP-0055,Pharmacokinetic (PK) Study,7.93,hours (t1/2),2026-04-26,Jennifer Woodard,Pass
LAB-01246,CMP-0074,Metabolic Stability (Microsomal),93.4,min (t1/2),2025-07-10,Kimberly Cobb,Pass
LAB-01247,CMP-0055,Solubility Assay,2.18,mg/mL,2025-04-22,Andre Collier,Pass
LAB-01248,CMP-0013,Metabolic Stability (Microsomal),82.7,min (t1/2),2025-05-25,Heather Hess,Pass
LAB-01249,CMP-0045,Pharmacokinetic (PK) Study,2.57,hours (t1/2),2026-01-08,Christopher Tate,Pass
LAB-01250,CMP-0010,Metabolic Stability (Microsomal),166.0,min (t1/2),2025-07-01,Joel Mayer,Pass
LAB-01251,CMP-0099,Pharmacokinetic (PK) Study,1.59,hours (t1/2),2024-06-28,Alejandro Campbell,Pass
LAB-01252,CMP-0071,Selectivity Panel,90.5,% selectivity,2026-05-25,Brandon Austin,Pass
LAB-01253,CMP-0043,Solubility Assay,0.94,mg/mL,2023-12-04,Cynthia Snyder,Pass
LAB-01254,CMP-0108,Solubility Assay,7.03,mg/mL,2024-02-29,Tanner Mann,Pass
LAB-01255,CMP-0117,Metabolic Stability (Microsomal),149.4,min (t1/2),2023-07-20,Roberto Foster,Pass
LAB-01256,CMP-0032,Metabolic Stability (Microsomal),62.4,min (t1/2),2026-03-11,Kathleen Arnold,Pass
LAB-01257,CMP-0083,Solubility Assay,0.45,mg/mL,2025-05-08,Melanie Cunningham,Pass
LAB-01258,CMP-0147,Binding Affinity (SPR),1.9,nM (Kd),2022-12-22,Austin Green,Pass
LAB-01259,CMP-0041,hERG Cardiotoxicity Screen,42.7,% inhibition at 10uM,2024-12-28,Joseph Casey,Pass
LAB-01260,CMP-0010,Selectivity Panel,83.6,% selectivity,2023-06-25,Wendy Steele,Pass
LAB-01261,CMP-0126,Metabolic Stability (Microsomal),131.5,min (t1/2),2024-11-04,Justin Gibson,Fail
LAB-01262,CMP-0072,Enzymatic Inhibition Assay,0.64,nM (IC50),2026-06-18,Terri Williams,Pass
LAB-01263,CMP-0036,Enzymatic Inhibition Assay,14.07,nM (IC50),2026-06-19,Zachary Hill,Pass
LAB-01264,CMP-0001,hERG Cardiotoxicity Screen,29.0,% inhibition at 10uM,2025-06-07,Isaiah Blake,Fail
LAB-01265,CMP-0048,Binding Affinity (SPR),1.1,nM (Kd),2026-03-31,Donald Fisher,Fail
LAB-01266,CMP-0039,Solubility Assay,1.6,mg/mL,2024-07-04,Cory Miller,Fail
LAB-01267,CMP-0098,hERG Cardiotoxicity Screen,96.3,% inhibition at 10uM,2024-12-30,Omar Spence,Pass
LAB-01268,CMP-0028,Pharmacokinetic (PK) Study,5.92,hours (t1/2),2024-05-28,David Martin,Fail
LAB-01269,CMP-0110,Selectivity Panel,10.9,% selectivity,2023-12-15,Anne Castillo,Pass
LAB-01270,CMP-0055,Pharmacokinetic (PK) Study,13.81,hours (t1/2),2025-12-10,Lori Cook,Pass
LAB-01271,CMP-0060,Binding Affinity (SPR),3.03,nM (Kd),2023-09-18,David Peterson,Pass
LAB-01272,CMP-0090,hERG Cardiotoxicity Screen,45.5,% inhibition at 10uM,2022-12-06,Robert Harding,Fail
LAB-01273,CMP-0004,Metabolic Stability (Microsomal),21.8,min (t1/2),2025-10-24,Pamela Garrett,Pass
LAB-01274,CMP-0048,Binding Affinity (SPR),4.9,nM (Kd),2025-01-10,Antonio Johnson,Pass
LAB-01275,CMP-0080,Solubility Assay,2.37,mg/mL,2023-12-19,Ana Anderson,Pass
LAB-01276,CMP-0063,Pharmacokinetic (PK) Study,11.3,hours (t1/2),2026-05-21,Eric Sims,Pass
LAB-01277,CMP-0010,Cell Viability Assay,64.7,% viability,2022-12-23,Kristin Phillips,Pass
LAB-01278,CMP-0064,hERG Cardiotoxicity Screen,38.2,% inhibition at 10uM,2024-03-27,Paul Hall,Fail
LAB-01279,CMP-0010,Metabolic Stability (Microsomal),39.8,min (t1/2),2025-02-09,Alexandra Reyes,Fail
LAB-01280,CMP-0132,Enzymatic Inhibition Assay,2.94,nM (IC50),2025-11-21,Lisa Morgan,Pass
LAB-01281,CMP-0003,Solubility Assay,1.46,mg/mL,2026-06-17,Jordan Murphy,Pass
LAB-01282,CMP-0134,Metabolic Stability (Microsomal),22.5,min (t1/2),2023-06-26,Kurt Jones,Pass
LAB-01283,CMP-0138,Cell Viability Assay,38.5,% viability,2025-11-13,Kenneth Walsh,Pass
LAB-01284,CMP-0077,Binding Affinity (SPR),4.7,nM (Kd),2023-09-27,Nathaniel Wallace,Pass
LAB-01285,CMP-0123,Enzymatic Inhibition Assay,2.01,nM (IC50),2023-09-08,Amy Collins,Pass
LAB-01286,CMP-0076,Metabolic Stability (Microsomal),131.0,min (t1/2),2024-06-15,Nicole Collins,Fail
LAB-01287,CMP-0134,Enzymatic Inhibition Assay,43.36,nM (IC50),2026-04-02,Brittany Parker,Pass
LAB-01288,CMP-0090,Pharmacokinetic (PK) Study,8.93,hours (t1/2),2024-01-31,Adam Willis,Pass
LAB-01289,CMP-0028,Binding Affinity (SPR),3.03,nM (Kd),2025-06-04,Jonathon Conley,Fail
LAB-01290,CMP-0099,Metabolic Stability (Microsomal),134.6,min (t1/2),2026-02-22,Craig Gonzalez,Pass
LAB-01291,CMP-0010,Cell Viability Assay,83.8,% viability,2026-05-06,Gloria Contreras,Pass
LAB-01292,CMP-0053,hERG Cardiotoxicity Screen,92.1,% inhibition at 10uM,2025-06-28,Ms. Erin Lane,Pass
LAB-01293,CMP-0003,Pharmacokinetic (PK) Study,20.58,hours (t1/2),2026-07-25,Jennifer Martin,Fail
LAB-01294,CMP-0128,Cell Viability Assay,75.5,% viability,2024-07-12,Amanda Robinson,Pass
LAB-01295,CMP-0026,Enzymatic Inhibition Assay,5.29,nM (IC50),2022-09-23,David Hanson,Pass
LAB-01296,CMP-0124,hERG Cardiotoxicity Screen,63.3,% inhibition at 10uM,2023-09-01,Tiffany Rivera,Fail
LAB-01297,CMP-0066,Metabolic Stability (Microsomal),150.3,min (t1/2),2025-09-02,Clinton Fritz,Pass
LAB-01298,CMP-0112,Pharmacokinetic (PK) Study,6.8,hours (t1/2),2024-02-29,Alvin Wilson,Pass
LAB-01299,CMP-0005,Selectivity Panel,79.7,% selectivity,2023-11-16,Kevin Cannon,Pass
LAB-01300,CMP-0020,Selectivity Panel,98.9,% selectivity,2022-11-21,Craig Thompson,Pass
LAB-01301,CMP-0101,Binding Affinity (SPR),4.89,nM (Kd),2026-04-02,Gina Spencer,Pass
LAB-01302,CMP-0056,Binding Affinity (SPR),0.56,nM (Kd),2023-06-05,Ryan Lozano,Pass
LAB-01303,CMP-0108,hERG Cardiotoxicity Screen,97.8,% inhibition at 10uM,2022-10-18,Jamie Cobb,Pass
LAB-01304,CMP-0072,Solubility Assay,2.73,mg/mL,2023-02-27,Elizabeth Allen,Pass
LAB-01305,CMP-0070,Cell Viability Assay,91.3,% viability,2025-12-12,Teresa Rowland,Fail
LAB-01306,CMP-0029,Metabolic Stability (Microsomal),72.8,min (t1/2),2026-09-13,Sherry Jones,Pass
LAB-01307,CMP-0126,Solubility Assay,5.1,mg/mL,2023-04-16,Rebecca Lee,Fail
LAB-01308,CMP-0023,Solubility Assay,0.37,mg/mL,2024-03-23,Kyle Rowland,Pass
LAB-01309,CMP-0057,Enzymatic Inhibition Assay,0.74,nM (IC50),2023-09-10,Luis Lopez,Pass
LAB-01310,CMP-0033,Pharmacokinetic (PK) Study,21.28,hours (t1/2),2024-11-07,Erin Brown,Pass
LAB-01311,CMP-0072,Selectivity Panel,49.1,% selectivity,2025-11-22,Sarah Schmitt,Pass
LAB-01312,CMP-0148,Selectivity Panel,6.0,% selectivity,2026-04-03,Brad Ruiz,Fail
LAB-01313,CMP-0140,Binding Affinity (SPR),1.08,nM (Kd),2025-05-13,Jordan Potter,Fail
LAB-01314,CMP-0030,Solubility Assay,6.08,mg/mL,2025-04-16,Kathleen Marshall,Fail
LAB-01315,CMP-0099,Cell Viability Assay,90.5,% viability,2023-12-31,Michael Baldwin,Fail
LAB-01316,CMP-0041,Enzymatic Inhibition Assay,2.03,nM (IC50),2024-09-09,James Morse,Pass
LAB-01317,CMP-0031,Pharmacokinetic (PK) Study,18.33,hours (t1/2),2025-01-17,Daniel Harris,Pass
LAB-01318,CMP-0015,hERG Cardiotoxicity Screen,21.5,% inhibition at 10uM,2026-03-01,Eric Oneal,Fail
LAB-01319,CMP-0129,Cell Viability Assay,26.7,% viability,2024-12-30,Jacqueline Pierce,Pass
LAB-01320,CMP-0131,Selectivity Panel,80.9,% selectivity,2023-04-02,Jeremy Bell,Fail
LAB-01321,CMP-0005,Binding Affinity (SPR),0.42,nM (Kd),2025-01-17,Marc Simmons,Pass
LAB-01322,CMP-0064,Binding Affinity (SPR),3.17,nM (Kd),2024-07-31,Robert Stewart,Fail
LAB-01323,CMP-0005,hERG Cardiotoxicity Screen,18.6,% inhibition at 10uM,2024-03-29,David Brewer,Pass
LAB-01324,CMP-0043,Pharmacokinetic (PK) Study,0.54,hours (t1/2),2024-02-24,Ryan Hunt,Pass
LAB-01325,CMP-0013,Enzymatic Inhibition Assay,1.14,nM (IC50),2025-04-14,Tammy Garcia,Pass
LAB-01326,CMP-0037,Enzymatic Inhibition Assay,3.37,nM (IC50),2022-12-31,Curtis Gonzalez,Pass
LAB-01327,CMP-0007,Enzymatic Inhibition Assay,2.17,nM (IC50),2024-01-11,Robert Sutton,Pass
LAB-01328,CMP-0118,hERG Cardiotoxicity Screen,62.2,% inhibition at 10uM,2023-10-23,Yolanda Murillo,Fail
LAB-01329,CMP-0108,Enzymatic Inhibition Assay,6.28,nM (IC50),2025-09-20,Susan Smith,Fail
LAB-01330,CMP-0143,hERG Cardiotoxicity Screen,39.6,% inhibition at 10uM,2023-11-29,Rachel Powell,Pass
LAB-01331,CMP-0058,Solubility Assay,11.49,mg/mL,2024-05-02,Mary Kennedy,Pass
LAB-01332,CMP-0036,Enzymatic Inhibition Assay,7.09,nM (IC50),2024-10-05,Brittany Sanders,Pass
LAB-01333,CMP-0054,Metabolic Stability (Microsomal),130.1,min (t1/2),2023-08-15,Kara Black,Pass
LAB-01334,CMP-0017,Metabolic Stability (Microsomal),62.5,min (t1/2),2025-11-08,Miranda Murray,Pass
LAB-01335,CMP-0047,Cell Viability Assay,53.7,% viability,2025-11-17,Cole Carrillo,Pass
LAB-01336,CMP-0100,Selectivity Panel,47.4,% selectivity,2025-07-02,Jerry Hansen,Pass
LAB-01337,CMP-0100,Cell Viability Assay,74.9,% viability,2024-03-18,Bethany Harding,Fail
LAB-01338,CMP-0004,Selectivity Panel,33.9,% selectivity,2022-10-02,Sandra Morgan,Pass
LAB-01339,CMP-0002,Enzymatic Inhibition Assay,5.28,nM (IC50),2024-05-21,Jennifer Osborne,Fail
LAB-01340,CMP-0046,hERG Cardiotoxicity Screen,66.7,% inhibition at 10uM,2024-11-10,Alexander Floyd,Pass
LAB-01341,CMP-0069,Metabolic Stability (Microsomal),67.2,min (t1/2),2026-05-26,Troy Rivera,Pass
LAB-01342,CMP-0138,Enzymatic Inhibition Assay,1.87,nM (IC50),2025-03-25,Lisa Camacho,Pass
LAB-01343,CMP-0105,Solubility Assay,0.97,mg/mL,2026-08-19,James Ferguson,Pass
LAB-01344,CMP-0106,hERG Cardiotoxicity Screen,54.6,% inhibition at 10uM,2023-06-19,Keith Hayes,Pass
LAB-01345,CMP-0129,hERG Cardiotoxicity Screen,17.9,% inhibition at 10uM,2026-04-16,Brian Tran,Pass
LAB-01346,CMP-0035,hERG Cardiotoxicity Screen,59.0,% inhibition at 10uM,2022-11-03,Katherine Lopez,Pass
LAB-01347,CMP-0134,Enzymatic Inhibition Assay,11.31,nM (IC50),2022-12-28,Diane Hall,Pass
LAB-01348,CMP-0037,hERG Cardiotoxicity Screen,91.7,% inhibition at 10uM,2025-05-07,Anthony Stone,Pass
LAB-01349,CMP-0143,Solubility Assay,1.78,mg/mL,2023-05-26,Jennifer Moore,Pass
LAB-01350,CMP-0117,Pharmacokinetic (PK) Study,16.19,hours (t1/2),2023-02-26,Karen Jones,Fail
LAB-01351,CMP-0080,Metabolic Stability (Microsomal),154.9,min (t1/2),2026-07-13,Beverly Harris,Pass
LAB-01352,CMP-0115,Binding Affinity (SPR),0.94,nM (Kd),2024-06-10,Karen Munoz,Pass
LAB-01353,CMP-0099,Pharmacokinetic (PK) Study,9.58,hours (t1/2),2026-06-20,Kathryn Cohen,Pass
LAB-01354,CMP-0142,hERG Cardiotoxicity Screen,68.0,% inhibition at 10uM,2023-10-25,Charles Brown,Pass
LAB-01355,CMP-0105,Solubility Assay,0.12,mg/mL,2024-04-22,Kelly Kent,Pass
LAB-01356,CMP-0019,Pharmacokinetic (PK) Study,17.4,hours (t1/2),2026-03-24,Kenneth Mclaughlin,Fail
LAB-01357,CMP-0103,Pharmacokinetic (PK) Study,13.81,hours (t1/2),2023-11-12,Joyce Graves,Pass
LAB-01358,CMP-0033,Binding Affinity (SPR),0.92,nM (Kd),2025-07-23,Louis Patrick,Pass
LAB-01359,CMP-0077,hERG Cardiotoxicity Screen,22.8,% inhibition at 10uM,2023-05-31,Steven Quinn,Pass
LAB-01360,CMP-0068,Pharmacokinetic (PK) Study,8.51,hours (t1/2),2024-07-17,Catherine Carroll,Pass
LAB-01361,CMP-0013,Pharmacokinetic (PK) Study,22.85,hours (t1/2),2024-04-14,Cynthia Harrell,Pass
LAB-01362,CMP-0013,Pharmacokinetic (PK) Study,19.43,hours (t1/2),2023-10-22,Dorothy Hendricks,Pass
LAB-01363,CMP-0083,Cell Viability Assay,36.4,% viability,2025-07-03,Claudia Snyder,Fail
LAB-01364,CMP-0138,Pharmacokinetic (PK) Study,23.89,hours (t1/2),2026-09-05,Whitney Jones,Pass
LAB-01365,CMP-0051,Solubility Assay,8.7,mg/mL,2023-02-18,Erika Hayes,Pass
LAB-01366,CMP-0044,Metabolic Stability (Microsomal),90.5,min (t1/2),2023-09-22,Julia Jones,Pass
LAB-01367,CMP-0129,hERG Cardiotoxicity Screen,84.9,% inhibition at 10uM,2025-06-27,Jane Reese,Pass
LAB-01368,CMP-0150,hERG Cardiotoxicity Screen,23.7,% inhibition at 10uM,2026-02-18,Adam Wilson,Fail
LAB-01369,CMP-0068,Binding Affinity (SPR),1.19,nM (Kd),2026-05-19,Paul Washington,Fail
LAB-01370,CMP-0053,Pharmacokinetic (PK) Study,22.01,hours (t1/2),2022-12-26,Dana Dodson,Fail
LAB-01371,CMP-0121,hERG Cardiotoxicity Screen,71.9,% inhibition at 10uM,2023-04-10,Sarah Jackson,Pass
LAB-01372,CMP-0118,Binding Affinity (SPR),7.91,nM (Kd),2022-10-14,Edward Nichols,Pass
LAB-01373,CMP-0123,Binding Affinity (SPR),0.41,nM (Kd),2024-04-10,Phillip Byrd,Pass
LAB-01374,CMP-0078,Solubility Assay,7.84,mg/mL,2023-04-30,Daniel Johnson,Fail
LAB-01375,CMP-0139,Selectivity Panel,60.0,% selectivity,2025-05-30,Michael Copeland,Fail
LAB-01376,CMP-0057,Selectivity Panel,9.8,% selectivity,2025-12-15,Michelle Prince,Pass
LAB-01377,CMP-0049,Solubility Assay,0.86,mg/mL,2024-04-10,Anthony Smith,Fail
LAB-01378,CMP-0097,Metabolic Stability (Microsomal),38.7,min (t1/2),2025-10-19,Tanya Brooks,Pass
LAB-01379,CMP-0052,Pharmacokinetic (PK) Study,14.53,hours (t1/2),2023-09-01,Javier Hays,Fail
LAB-01380,CMP-0148,Binding Affinity (SPR),1.79,nM (Kd),2024-01-23,Michael Walker,Fail
LAB-01381,CMP-0143,Enzymatic Inhibition Assay,4.16,nM (IC50),2026-03-29,Sandra Jackson,Pass
LAB-01382,CMP-0095,Metabolic Stability (Microsomal),95.1,min (t1/2),2023-05-19,Brian Murphy,Pass
LAB-01383,CMP-0115,Binding Affinity (SPR),3.9,nM (Kd),2024-12-16,Daniel Weaver,Pass
LAB-01384,CMP-0074,Cell Viability Assay,59.5,% viability,2026-06-19,Daniel Kelly,Fail
LAB-01385,CMP-0065,Selectivity Panel,34.6,% selectivity,2023-05-29,Eugene Price,Pass
LAB-01386,CMP-0114,Selectivity Panel,26.4,% selectivity,2024-07-18,Robert Santos,Pass
LAB-01387,CMP-0088,Selectivity Panel,59.6,% selectivity,2024-03-09,Daniel Turner,Pass
LAB-01388,CMP-0034,Metabolic Stability (Microsomal),118.3,min (t1/2),2025-02-08,Mrs. Kimberly Mooney,Pass
LAB-01389,CMP-0025,Enzymatic Inhibition Assay,9.04,nM (IC50),2026-02-10,Tyler Greene,Pass
LAB-01390,CMP-0005,Metabolic Stability (Microsomal),152.1,min (t1/2),2026-08-20,Megan Compton,Pass
LAB-01391,CMP-0107,Metabolic Stability (Microsomal),5.9,min (t1/2),2025-06-26,Mark Henson,Pass
LAB-01392,CMP-0146,Enzymatic Inhibition Assay,7.32,nM (IC50),2023-12-26,Karen Rogers,Pass
LAB-01393,CMP-0086,Selectivity Panel,45.0,% selectivity,2025-02-22,Janet Davidson,Pass
LAB-01394,CMP-0050,Enzymatic Inhibition Assay,10.29,nM (IC50),2023-08-23,Virginia Hall,Pass
LAB-01395,CMP-0147,Binding Affinity (SPR),11.8,nM (Kd),2025-03-05,Ellen Rojas,Pass
LAB-01396,CMP-0039,Metabolic Stability (Microsomal),150.6,min (t1/2),2025-09-27,Amy Brooks,Pass
LAB-01397,CMP-0058,Enzymatic Inhibition Assay,3.25,nM (IC50),2023-11-25,Dan Johnson,Pass
LAB-01398,CMP-0036,Enzymatic Inhibition Assay,4.31,nM (IC50),2026-05-28,Theresa Stevenson,Fail
LAB-01399,CMP-0001,Selectivity Panel,25.8,% selectivity,2024-01-10,Mason Hodges,Pass
LAB-01400,CMP-0058,hERG Cardiotoxicity Screen,52.2,% inhibition at 10uM,2024-10-17,Maria Roberts,Pass
LAB-01401,CMP-0039,hERG Cardiotoxicity Screen,10.5,% inhibition at 10uM,2022-10-22,Erin Allen,Pass
LAB-01402,CMP-0050,Metabolic Stability (Microsomal),113.1,min (t1/2),2024-11-13,Mary Wright,Pass
LAB-01403,CMP-0049,Enzymatic Inhibition Assay,8.02,nM (IC50),2025-06-17,Lisa James,Pass
LAB-01404,CMP-0136,Pharmacokinetic (PK) Study,12.37,hours (t1/2),2023-12-31,Aaron Kane,Pass
LAB-01405,CMP-0123,Selectivity Panel,85.9,% selectivity,2022-12-29,Mark Thomas,Fail
LAB-01406,CMP-0008,Cell Viability Assay,56.8,% viability,2023-07-13,Kevin Guerra,Fail
LAB-01407,CMP-0138,Pharmacokinetic (PK) Study,7.4,hours (t1/2),2026-06-09,Blake Hardy,Pass
LAB-01408,CMP-0075,Solubility Assay,1.53,mg/mL,2023-12-16,Danielle Thompson,Pass
LAB-01409,CMP-0064,Pharmacokinetic (PK) Study,11.81,hours (t1/2),2023-09-16,Jerome Reid,Pass
LAB-01410,CMP-0016,Binding Affinity (SPR),1.95,nM (Kd),2023-10-19,Angela Kaufman,Pass
LAB-01411,CMP-0090,Cell Viability Assay,18.2,% viability,2024-04-21,Jeremy Wagner,Pass
LAB-01412,CMP-0130,Pharmacokinetic (PK) Study,21.32,hours (t1/2),2025-08-25,Sally Leon,Pass
LAB-01413,CMP-0119,Cell Viability Assay,30.7,% viability,2022-10-16,Scott Blake,Fail
LAB-01414,CMP-0066,Selectivity Panel,0.5,% selectivity,2026-05-25,Brittany Barber,Pass
LAB-01415,CMP-0121,Cell Viability Assay,57.7,% viability,2023-09-28,Jesse Brooks,Pass
LAB-01416,CMP-0145,Metabolic Stability (Microsomal),139.6,min (t1/2),2025-02-18,Chad Harrison,Pass
LAB-01417,CMP-0034,Pharmacokinetic (PK) Study,10.62,hours (t1/2),2023-05-01,Adam Mason,Pass
LAB-01418,CMP-0088,Metabolic Stability (Microsomal),24.4,min (t1/2),2025-08-12,Timothy Bentley DVM,Fail
LAB-01419,CMP-0090,Pharmacokinetic (PK) Study,7.41,hours (t1/2),2024-03-15,Martin Chapman MD,Pass
LAB-01420,CMP-0133,Pharmacokinetic (PK) Study,2.44,hours (t1/2),2022-11-13,Janice Cunningham,Fail
LAB-01421,CMP-0075,Pharmacokinetic (PK) Study,14.03,hours (t1/2),2023-06-28,David Gentry,Fail
LAB-01422,CMP-0119,Enzymatic Inhibition Assay,7.74,nM (IC50),2025-08-07,Katherine Barker,Pass
LAB-01423,CMP-0121,hERG Cardiotoxicity Screen,24.2,% inhibition at 10uM,2025-06-30,Tammy Fitzgerald,Pass
LAB-01424,CMP-0089,Selectivity Panel,25.1,% selectivity,2023-09-06,Robert Mccoy,Pass
LAB-01425,CMP-0126,Pharmacokinetic (PK) Study,14.14,hours (t1/2),2025-06-01,Maria Green,Fail
LAB-01426,CMP-0132,Pharmacokinetic (PK) Study,15.31,hours (t1/2),2024-07-13,Dawn Guzman,Pass
LAB-01427,CMP-0055,Enzymatic Inhibition Assay,2.12,nM (IC50),2026-07-08,Alexandria Wise,Pass
LAB-01428,CMP-0128,hERG Cardiotoxicity Screen,44.7,% inhibition at 10uM,2025-04-15,Jennifer Willis,Fail
LAB-01429,CMP-0134,Selectivity Panel,89.8,% selectivity,2026-04-25,Chelsea Henderson,Pass
LAB-01430,CMP-0023,Enzymatic Inhibition Assay,10.32,nM (IC50),2026-01-11,Eric Ponce,Pass
LAB-01431,CMP-0126,Selectivity Panel,56.0,% selectivity,2025-05-06,Eric Jenkins,Pass
LAB-01432,CMP-0058,Selectivity Panel,59.1,% selectivity,2026-03-20,Ann Fields,Pass
LAB-01433,CMP-0052,Selectivity Panel,16.8,% selectivity,2025-10-25,Charles Goodman,Fail
LAB-01434,CMP-0144,Enzymatic Inhibition Assay,0.83,nM (IC50),2026-06-06,Eric Benitez,Pass
LAB-01435,CMP-0095,hERG Cardiotoxicity Screen,96.6,% inhibition at 10uM,2025-12-22,Benjamin Horton,Pass
LAB-01436,CMP-0024,Binding Affinity (SPR),1.3,nM (Kd),2024-10-23,Morgan Jackson,Fail
LAB-01437,CMP-0090,Pharmacokinetic (PK) Study,2.97,hours (t1/2),2024-03-17,Christina White,Fail
LAB-01438,CMP-0146,Solubility Assay,3.6,mg/mL,2026-07-03,Robert Lopez,Fail
LAB-01439,CMP-0015,Enzymatic Inhibition Assay,37.15,nM (IC50),2022-12-13,Peter Green,Pass
LAB-01440,CMP-0084,hERG Cardiotoxicity Screen,96.1,% inhibition at 10uM,2026-04-27,Mark Weber,Pass
LAB-01441,CMP-0071,Cell Viability Assay,71.1,% viability,2026-03-08,Edward Gray,Fail
LAB-01442,CMP-0094,Metabolic Stability (Microsomal),135.1,min (t1/2),2023-10-27,Kevin Woods,Pass
LAB-01443,CMP-0012,Pharmacokinetic (PK) Study,19.0,hours (t1/2),2025-05-27,Antonio Walton,Pass
LAB-01444,CMP-0113,Pharmacokinetic (PK) Study,9.59,hours (t1/2),2022-09-28,Victoria Davis,Pass
LAB-01445,CMP-0017,Solubility Assay,7.86,mg/mL,2024-10-19,Larry Hatfield,Pass
LAB-01446,CMP-0061,Cell Viability Assay,10.1,% viability,2025-10-03,Kara Rogers,Pass
LAB-01447,CMP-0076,Solubility Assay,5.17,mg/mL,2024-06-06,Steve Key,Pass
LAB-01448,CMP-0142,Metabolic Stability (Microsomal),152.7,min (t1/2),2025-12-23,Mary Gray,Pass
LAB-01449,CMP-0005,Metabolic Stability (Microsomal),28.8,min (t1/2),2022-12-10,Gary Garcia,Pass
LAB-01450,CMP-0088,Cell Viability Assay,51.9,% viability,2024-07-16,Molly Barron,Pass
LAB-01451,CMP-0114,Pharmacokinetic (PK) Study,11.49,hours (t1/2),2023-04-08,Sheila Ramirez,Fail
LAB-01452,CMP-0008,hERG Cardiotoxicity Screen,26.0,% inhibition at 10uM,2025-07-04,Isabella Montgomery,Pass
LAB-01453,CMP-0099,Metabolic Stability (Microsomal),147.6,min (t1/2),2025-05-06,Jason Lopez,Pass
LAB-01454,CMP-0146,Binding Affinity (SPR),4.24,nM (Kd),2026-08-27,Robin Smith,Pass
LAB-01455,CMP-0007,Cell Viability Assay,21.2,% viability,2024-02-25,Robert Nguyen,Pass
LAB-01456,CMP-0086,Cell Viability Assay,10.1,% viability,2024-06-27,Jennifer Salazar,Pass
LAB-01457,CMP-0090,hERG Cardiotoxicity Screen,68.9,% inhibition at 10uM,2023-01-14,Timothy Galvan,Pass
LAB-01458,CMP-0134,Solubility Assay,0.38,mg/mL,2026-08-28,Susan Navarro,Pass
LAB-01459,CMP-0134,Solubility Assay,1.58,mg/mL,2023-11-21,Charles Meyer,Pass
LAB-01460,CMP-0060,Selectivity Panel,66.8,% selectivity,2024-12-30,Kathy Anderson,Pass
LAB-01461,CMP-0126,Selectivity Panel,14.3,% selectivity,2025-11-24,Michael Dunn,Pass
LAB-01462,CMP-0065,Pharmacokinetic (PK) Study,10.67,hours (t1/2),2026-03-18,Jeremy Wilson,Pass
LAB-01463,CMP-0073,Binding Affinity (SPR),4.42,nM (Kd),2025-05-12,Daniel Mullins,Pass
LAB-01464,CMP-0017,Binding Affinity (SPR),7.85,nM (Kd),2025-05-08,Jeffrey Baldwin,Fail
LAB-01465,CMP-0044,Enzymatic Inhibition Assay,5.13,nM (IC50),2023-05-09,Stephanie Miranda,Pass
LAB-01466,CMP-0013,Cell Viability Assay,91.1,% viability,2023-08-05,John Merritt,Pass
LAB-01467,CMP-0122,Binding Affinity (SPR),0.24,nM (Kd),2023-03-16,Joseph Swanson,Pass
LAB-01468,CMP-0067,Metabolic Stability (Microsomal),64.3,min (t1/2),2023-01-28,Shelby Huynh,Pass
LAB-01469,CMP-0042,Solubility Assay,2.18,mg/mL,2025-10-10,Maria Bennett,Pass
LAB-01470,CMP-0035,Binding Affinity (SPR),0.94,nM (Kd),2025-07-31,Jane May,Fail
LAB-01471,CMP-0131,Binding Affinity (SPR),0.43,nM (Kd),2024-12-16,Rhonda Walker,Pass
LAB-01472,CMP-0052,hERG Cardiotoxicity Screen,3.3,% inhibition at 10uM,2023-03-05,Brandon Yang,Pass
LAB-01473,CMP-0047,hERG Cardiotoxicity Screen,12.9,% inhibition at 10uM,2026-06-17,Audrey Richardson,Pass
LAB-01474,CMP-0052,Solubility Assay,2.22,mg/mL,2026-02-14,Laura Smith,Pass
LAB-01475,CMP-0068,Cell Viability Assay,58.3,% viability,2022-12-17,Sarah Whitney,Pass
LAB-01476,CMP-0125,Solubility Assay,3.5,mg/mL,2023-12-28,Michael Hogan,Pass
LAB-01477,CMP-0110,Enzymatic Inhibition Assay,9.37,nM (IC50),2024-10-15,Courtney Foster,Pass
LAB-01478,CMP-0063,Binding Affinity (SPR),1.8,nM (Kd),2024-11-11,Charles Hahn,Pass
LAB-01479,CMP-0025,Solubility Assay,1.17,mg/mL,2026-01-22,Mr. Kyle Thomas DDS,Pass
LAB-01480,CMP-0137,Selectivity Panel,91.9,% selectivity,2025-11-30,Linda Parker,Pass
LAB-01481,CMP-0099,Enzymatic Inhibition Assay,6.6,nM (IC50),2026-09-02,Zachary Mccarthy,Pass
LAB-01482,CMP-0034,Selectivity Panel,36.7,% selectivity,2024-08-16,Kathleen Padilla,Fail
LAB-01483,CMP-0098,Selectivity Panel,55.1,% selectivity,2024-03-20,Mrs. Samantha Clark,Pass
LAB-01484,CMP-0077,Solubility Assay,2.19,mg/mL,2025-08-22,Melody Williams,Pass
